DATE,price,market_cap
5/1/2013,139,1542820000
5/2/2013,116.38,1292190000
5/3/2013,106.25,1180070000
5/4/2013,98.1,1089890000
5/5/2013,112.9,1254760000
5/6/2013,115.98,1289470000
5/7/2013,112.25,1248470000
5/8/2013,109.6,1219450000
5/9/2013,113.2,1259980000
5/10/2013,112.8,1255970000
5/11/2013,117.7,1311050000
5/12/2013,115.64,1288630000
5/13/2013,114.82,1279980000
5/14/2013,117.98,1315720000
5/15/2013,111.4,1242760000
5/16/2013,114.22,1274620000
5/17/2013,118.21,1319590000
5/18/2013,123.5,1379140000
5/19/2013,123.21,1376370000
5/20/2013,122.5,1368910000
5/21/2013,122.02,1363940000
5/22/2013,122.89,1374130000
5/23/2013,123.8,1384780000
5/24/2013,126.3,1413300000
5/25/2013,133.1,1489950000
5/26/2013,131.99,1478030000
5/27/2013,133.5,1495520000
5/28/2013,129.77,1454310000
5/29/2013,129,1446190000
5/30/2013,132.25,1483180000
5/31/2013,128.8,1445050000
6/1/2013,128.81,1445800000
6/2/2013,129.3,1451930000
6/3/2013,122.5,1376180000
6/4/2013,120.74,1357020000
6/5/2013,121.4,1365110000
6/6/2013,121.9,1371300000
6/7/2013,118.97,1338880000
6/8/2013,111,1249630000
6/9/2013,107.89,1215130000
6/10/2013,100.44,1131570000
6/11/2013,106.35,1198640000
6/12/2013,109,1229000000
6/13/2013,108.78,1227030000
6/14/2013,103.95,1173060000
6/15/2013,100,1128950000
6/16/2013,99.8,1127120000
6/17/2013,99.9,1128720000
6/18/2013,101.95,1152250000
6/19/2013,107.05,1210260000
6/20/2013,108.25,1224210000
6/21/2013,111.29,1259000000
6/22/2013,109.5,1239210000
6/23/2013,108.2,1224980000
6/24/2013,107.9,1222030000
6/25/2013,102.09,1156610000
6/26/2013,103.33,1171050000
6/27/2013,104,1179110000
6/28/2013,101.74,1153880000
6/29/2013,94.66,1074010000
6/30/2013,95,1078260000
7/1/2013,97.51,1107130000
7/2/2013,88.05,1000070000
7/3/2013,90.41,1027160000
7/4/2013,78.89,896693000
7/5/2013,79.99,909526000
7/6/2013,68.5,779255000
7/7/2013,68.75,782352000
7/8/2013,76.5,870912000
7/9/2013,76,865585000
7/10/2013,76.72,874138000
7/11/2013,88,1003090000
7/12/2013,88.98,1014640000
7/13/2013,93.99,1072140000
7/14/2013,98.7,1126260000
7/15/2013,93.61,1068520000
7/16/2013,98.89,1129260000
7/17/2013,96.71,1104760000
7/18/2013,98.5,1125660000
7/19/2013,90.07,1029670000
7/20/2013,92,1052140000
7/21/2013,89.82,1027640000
7/22/2013,92,1053000000
7/23/2013,91.6,1048820000
7/24/2013,95.56,1094490000
7/25/2013,94.5,1082800000
7/26/2013,96.95,1111160000
7/27/2013,96.02,1100900000
7/28/2013,94.4,1082750000
7/29/2013,98.6,1131340000
7/30/2013,101.49,1164940000
7/31/2013,107.95,1239630000
8/1/2013,106.21,1220190000
8/2/2013,104.86,1205070000
8/3/2013,104.5,1201490000
8/4/2013,104.95,1207100000
8/5/2013,105.12,1209520000
8/6/2013,106.72,1228440000
8/7/2013,106.75,1229100000
8/8/2013,106.75,1229100000
8/9/2013,103.07,1187920000
8/10/2013,102.8,1185310000
8/11/2013,103,1188150000
8/12/2013,105,1211790000
8/13/2013,106.99,1235340000
8/14/2013,109.56,1265450000
8/15/2013,112.56,1300660000
8/16/2013,110,1271470000
8/17/2013,108.99,1260350000
8/18/2013,112.75,1304320000
8/19/2013,113.38,1312160000
8/20/2013,119,1377730000
8/21/2013,121.21,1403890000
8/22/2013,123.3,1428700000
8/23/2013,122,1414290000
8/24/2013,118.51,1374420000
8/25/2013,119.6,1387640000
8/26/2013,122.11,1417200000
8/27/2013,120.07,1394010000
8/28/2013,126.48,1468960000
8/29/2013,122.62,1424680000
8/30/2013,122.35,1422120000
8/31/2013,133.09,1547640000
9/1/2013,135.14,1572230000
9/2/2013,138.63,1613600000
9/3/2013,135.61,1579180000
9/4/2013,136.53,1590550000
9/5/2013,126.76,1477250000
9/6/2013,126.49,1474670000
9/7/2013,118.89,1386610000
9/8/2013,124.13,1448180000
9/9/2013,121.86,1422180000
9/10/2013,127.27,1485960000
9/11/2013,125.89,1470450000
9/12/2013,135.55,1583960000
9/13/2013,132.83,1552880000
9/14/2013,135.01,1579050000
9/15/2013,129.4,1514140000
9/16/2013,130.86,1531820000
9/17/2013,131.59,1540880000
9/18/2013,131.71,1542870000
9/19/2013,131.37,1539430000
9/20/2013,129.7,1520470000
9/21/2013,126.95,1488870000
9/22/2013,127.87,1500260000
9/23/2013,128.98,1513940000
9/24/2013,126.05,1480210000
9/25/2013,127.38,1496510000
9/26/2013,128.21,1506920000
9/27/2013,128.94,1516020000
9/28/2013,133.77,1573400000
9/29/2013,134.9,1587290000
9/30/2013,137.15,1614350000
10/1/2013,132.68,1562270000
10/2/2013,132.05,1555470000
10/3/2013,114.45,1348700000
10/4/2013,123.41,1454900000
10/5/2013,128.63,1517020000
10/6/2013,128.36,1514540000
10/7/2013,129.43,1527760000
10/8/2013,126.74,1496500000
10/9/2013,125.85,1486510000
10/10/2013,130.67,1544020000
10/11/2013,130.75,1545600000
10/12/2013,130.9,1547970000
10/13/2013,135.19,1599430000
10/14/2013,139.27,1648470000
10/15/2013,140.77,1667100000
10/16/2013,145.65,1725840000
10/17/2013,142.41,1688200000
10/18/2013,146.37,1735750000
10/19/2013,155.91,1849630000
10/20/2013,171.66,2037440000
10/21/2013,174.8,2075580000
10/22/2013,182.65,2169750000
10/23/2013,193.36,2298160000
10/24/2013,214.3,2548230000
10/25/2013,197.69,2351780000
10/26/2013,187.45,2231070000
10/27/2013,176.6,2102730000
10/28/2013,196.21,2337100000
10/29/2013,198.55,2365840000
10/30/2013,204.39,2436240000
10/31/2013,199.83,2382870000
11/1/2013,203.9,2432470000
11/2/2013,205.81,2456330000
11/3/2013,205.99,2459520000
11/4/2013,214.66,2564070000
11/5/2013,229.21,2738980000
11/6/2013,244.78,2926100000
11/7/2013,261.68,3129190000
11/8/2013,297.85,3562790000
11/9/2013,338.58,4051120000
11/10/2013,348.82,4174930000
11/11/2013,325.41,3896130000
11/12/2013,343.06,4109060000
11/13/2013,360.97,4325400000
11/14/2013,406.41,4871600000
11/15/2013,419.41,5029340000
11/16/2013,417.28,5005530000
11/17/2013,440.96,5291730000
11/18/2013,496.58,5961500000
11/19/2013,712.76,8559550000
11/20/2013,577.98,6943300000
11/21/2013,594.32,7142030000
11/22/2013,724.07,8703970000
11/23/2013,771.7,9279850000
11/24/2013,795.63,9570990000
11/25/2013,773.02,9302270000
11/26/2013,805.73,9699360000
11/27/2013,923.85,11124900000
11/28/2013,1003.38,12087000000
11/29/2013,1042.01,12557100000
11/30/2013,1129.37,13614700000
12/1/2013,1128.92,13614300000
12/2/2013,951.42,11478300000
12/3/2013,1046.4,12628300000
12/4/2013,1077.58,13010000000
12/5/2013,1152.73,13922300000
12/6/2013,1042.38,12593900000
12/7/2013,835.32,10096600000
12/8/2013,697.31,8431860000
12/9/2013,793.8,9602480000
12/10/2013,892.32,10798200000
12/11/2013,989.07,11973700000
12/12/2013,882.78,10690600000
12/13/2013,874.98,10599700000
12/14/2013,899.85,10904900000
12/15/2013,875.29,10611600000
12/16/2013,880.33,10676600000
12/17/2013,706.37,8570390000
12/18/2013,678.2,8232040000
12/19/2013,519.06,6302970000
12/20/2013,694.22,8433870000
12/21/2013,619.9,7533740000
12/22/2013,601.78,7315940000
12/23/2013,613.06,7455670000
12/24/2013,672.36,8179730000
12/25/2013,666.31,8108930000
12/26/2013,683.94,8326270000
12/27/2013,763.28,9295570000
12/28/2013,737.98,8990850000
12/29/2013,728.05,8872600000
12/30/2013,741.35,9037000000
12/31/2013,760.32,9268240000
1/1/2014,754.97,9203030000
1/2/2014,773.44,9428180000
1/3/2014,802.85,9786680000
1/4/2014,823.27,10035600000
1/5/2014,858.55,10465700000
1/6/2014,936.05,11410400000
1/7/2014,946.49,11571400000
1/8/2014,795.99,9734800000
1/9/2014,841.47,10295100000
1/10/2014,846.69,10363300000
1/11/2014,867.32,10619900000
1/12/2014,919.6,11264800000
1/13/2014,860.19,10541500000
1/14/2014,843.17,10336500000
1/15/2014,833.12,10216700000
1/16/2014,860.29,10553800000
1/17/2014,834.49,10241200000
1/18/2014,816.07,10018200000
1/19/2014,839.66,10311500000
1/20/2014,871.39,10704800000
1/21/2014,869.65,10687700000
1/22/2014,867.21,10661400000
1/23/2014,845.46,10398000000
1/24/2014,822.43,10118400000
1/25/2014,796.24,9799920000
1/26/2014,853.68,10510400000
1/27/2014,884.6,10894400000
1/28/2014,774.02,9535950000
1/29/2014,809.96,9981850000
1/30/2014,826.02,10182900000
1/31/2014,818.43,10092900000
2/1/2014,828.61,10222300000
2/2/2014,832.9,10279200000
2/3/2014,824.08,10174100000
2/4/2014,823.77,10174000000
2/5/2014,829.96,10254100000
2/6/2014,815.59,10079900000
2/7/2014,783.2,9683190000
2/8/2014,699.57,8651930000
2/9/2014,671.46,8307340000
2/10/2014,681.32,8431680000
2/11/2014,683.5,8461320000
2/12/2014,672.38,8326420000
2/13/2014,651.08,8065550000
2/14/2014,601.17,7449940000
2/15/2014,660.9,8193290000
2/16/2014,651.3,8077340000
2/17/2014,614.23,7620580000
2/18/2014,627.16,7783430000
2/19/2014,625.97,7771210000
2/20/2014,623.09,7738580000
2/21/2014,556.88,6918730000
2/22/2014,574.24,7136600000
2/23/2014,606.47,7539890000
2/24/2014,606.04,7537080000
2/25/2014,540.24,6721330000
2/26/2014,537.04,6683680000
2/27/2014,581.65,7241560000
2/28/2014,579.7,7219990000
3/1/2014,549.92,6851590000
3/2/2014,567.23,7069290000
3/3/2014,562.56,7013060000
3/4/2014,668.24,8332950000
3/5/2014,666.24,8310510000
3/6/2014,664.52,8291650000
3/7/2014,664.31,8291900000
3/8/2014,629.66,7862010000
3/9/2014,616.31,7697910000
3/10/2014,636.33,7950820000
3/11/2014,627.95,7848450000
3/12/2014,631.91,7900600000
3/13/2014,633.62,7924860000
3/14/2014,638.14,7983980000
3/15/2014,629.37,7876360000
3/16/2014,636.5,7968200000
3/17/2014,630.92,7901040000
3/18/2014,621.84,7789810000
3/19/2014,613.9,7692450000
3/20/2014,609.75,7642910000
3/21/2014,588.29,7376710000
3/22/2014,571.18,7164770000
3/23/2014,565.76,7099230000
3/24/2014,562.51,7061380000
3/25/2014,585.03,7346810000
3/26/2014,583.48,7329720000
3/27/2014,580.26,7291520000
3/28/2014,477.14,5997850000
3/29/2014,501.71,6308890000
3/30/2014,492.37,6193560000
3/31/2014,462.3,5816910000
4/1/2014,457,5752280000
4/2/2014,479.14,6032970000
4/3/2014,436.44,5497550000
4/4/2014,445.66,5615980000
4/5/2014,446.68,5630890000
4/6/2014,463.4,5843670000
4/7/2014,461.47,5821160000
4/8/2014,447.61,5648000000
4/9/2014,453.18,5719730000
4/10/2014,442.26,5583670000
4/11/2014,363.71,4593400000
4/12/2014,420.89,5317310000
4/13/2014,421.46,5326230000
4/14/2014,414.83,5244350000
4/15/2014,458.37,5797070000
4/16/2014,522.18,6606460000
4/17/2014,529.07,6695650000
4/18/2014,495.8,6276700000
4/19/2014,479.58,6073340000
4/20/2014,501.75,6356070000
4/21/2014,497.74,6307460000
4/22/2014,495.45,6280640000
4/23/2014,488.36,6192560000
4/24/2014,490.82,6225860000
4/25/2014,500.09,6345230000
4/26/2014,461.7,5860330000
4/27/2014,457.24,5805530000
4/28/2014,430.72,5470650000
4/29/2014,439.98,5590030000
4/30/2014,446.89,5679680000
5/1/2014,447.63,5690670000
5/2/2014,457.36,5816390000
5/3/2014,449.4,5716960000
5/4/2014,438.52,5580030000
5/5/2014,434.78,5534140000
5/6/2014,433.36,5517460000
5/7/2014,429.34,5468310000
5/8/2014,438.68,5588990000
5/9/2014,440.18,5609930000
5/10/2014,450.46,5742830000
5/11/2014,453.92,5789010000
5/12/2014,438.3,5591520000
5/13/2014,441.53,5634510000
5/14/2014,440.59,5624310000
5/15/2014,444.14,5671210000
5/16/2014,447.39,5714640000
5/17/2014,448.12,5725990000
5/18/2014,448.7,5735400000
5/19/2014,446.08,5703760000
5/20/2014,446.31,5708560000
5/21/2014,485.8,6215880000
5/22/2014,492.05,6297990000
5/23/2014,525.72,6731160000
5/24/2014,521.05,6673600000
5/25/2014,525.23,6729120000
5/26/2014,571.39,7322870000
5/27/2014,582.59,7468620000
5/28/2014,571.91,7333770000
5/29/2014,576.33,7392820000
5/30/2014,568.18,7290240000
5/31/2014,615.69,7902400000
6/1/2014,623.69,8007450000
6/2/2014,629.64,8086630000
6/3/2014,660.55,8486730000
6/4/2014,666.77,8569660000
6/5/2014,641.07,8242230000
6/6/2014,659.28,8478870000
6/7/2014,653.52,8407050000
6/8/2014,654.99,8428530000
6/9/2014,655.64,8439070000
6/10/2014,650.04,8369550000
6/11/2014,653.19,8412780000
6/12/2014,633.43,8160590000
6/13/2014,585.7,7548170000
6/14/2014,600.75,7744580000
6/15/2014,575.93,7427200000
6/16/2014,592.65,7645650000
6/17/2014,591.59,7634710000
6/18/2014,609.77,7872150000
6/19/2014,608.07,7852650000
6/20/2014,597.4,7717370000
6/21/2014,593.68,7672030000
6/22/2014,595.9,7703560000
6/23/2014,602.16,7787160000
6/24/2014,593.97,7683850000
6/25/2014,581.81,7529260000
6/26/2014,566.14,7329110000
6/27/2014,581.3,7527840000
6/28/2014,599.08,7761630000
6/29/2014,596.33,7728190000
6/30/2014,602.62,7812050000
7/1/2014,641.39,8316770000
7/2/2014,641.04,8314310000
7/3/2014,650.77,8442770000
7/4/2014,644.65,8365570000
7/5/2014,629.95,8177490000
7/6/2014,631.77,8203530000
7/7/2014,635.46,8253710000
7/8/2014,622.57,8088590000
7/9/2014,625.22,8125370000
7/10/2014,624.83,8122830000
7/11/2014,616.66,8019000000
7/12/2014,631.88,8219370000
7/13/2014,634.22,8252240000
7/14/2014,626.56,8155140000
7/15/2014,620,8071770000
7/16/2014,622.01,8100510000
7/17/2014,616.54,8031440000
7/18/2014,622.37,8110060000
7/19/2014,629.17,8201340000
7/20/2014,628.56,8196210000
7/21/2014,623.95,8138520000
7/22/2014,622.27,8119060000
7/23/2014,621.12,8106260000
7/24/2014,619.5,8087290000
7/25/2014,601.51,7854660000
7/26/2014,601.54,7857510000
7/27/2014,595.67,7782830000
7/28/2014,594.14,7765040000
7/29/2014,585.55,7655040000
7/30/2014,584.74,7646630000
7/31/2014,567.37,7421870000
8/1/2014,586.2,7670500000
8/2/2014,594.9,7786620000
8/3/2014,588.89,7710420000
8/4/2014,586.23,7677850000
8/5/2014,589.01,7716120000
8/6/2014,585.95,7678040000
8/7/2014,584.65,7663290000
8/8/2014,588.88,7721090000
8/9/2014,592.47,7770550000
8/10/2014,589.17,7730000000
8/11/2014,591.28,7760290000
8/12/2014,576.51,7569070000
8/13/2014,570.38,7490990000
8/14/2014,546.18,7175190000
8/15/2014,511.14,6717150000
8/16/2014,497.83,6544250000
8/17/2014,519.14,6826520000
8/18/2014,491.51,6465210000
8/19/2014,461.48,6072520000
8/20/2014,485.07,6385230000
8/21/2014,510.45,6721410000
8/22/2014,517.58,6817460000
8/23/2014,513.39,6764340000
8/24/2014,498.29,6567300000
8/25/2014,508.22,6700090000
8/26/2014,502.54,6626970000
8/27/2014,512.19,6756340000
8/28/2014,510.88,6741320000
8/29/2014,508.43,6711080000
8/30/2014,508.59,6715420000
8/31/2014,502.9,6642630000
9/1/2014,477.79,6313120000
9/2/2014,474.48,6270970000
9/3/2014,476.87,6304370000
9/4/2014,477.68,6317100000
9/5/2014,489.67,6477530000
9/6/2014,483.34,6395630000
9/7/2014,485.13,6421460000
9/8/2014,481.81,6379410000
9/9/2014,474.88,6289350000
9/10/2014,475.48,6299070000
9/11/2014,479.62,6355700000
9/12/2014,479.58,6357290000
9/13/2014,477.79,6335400000
9/14/2014,479.12,6355140000
9/15/2014,477.76,6339090000
9/16/2014,474.86,6302440000
9/17/2014,465.86,6185010000
9/18/2014,456.86,6067610000
9/19/2014,424.1,5634440000
9/20/2014,394.67,5245150000
9/21/2014,408.08,5425180000
9/22/2014,399.1,5307360000
9/23/2014,402.09,5348840000
9/24/2014,435.75,5798220000
9/25/2014,423.16,5632260000
9/26/2014,411.43,5477970000
9/27/2014,403.56,5374500000
9/28/2014,399.47,5321420000
9/29/2014,376.93,5022360000
9/30/2014,376.09,5012450000
10/1/2014,387.43,5165060000
10/2/2014,383.99,5120700000
10/3/2014,375.18,5004540000
10/4/2014,359.89,4801920000
10/5/2014,328.92,4389890000
10/6/2014,320.39,4277430000
10/7/2014,330.58,4414880000
10/8/2014,336.12,4489870000
10/9/2014,352.75,4713320000
10/10/2014,364.69,4874190000
10/11/2014,361.36,4831160000
10/12/2014,362.61,4849070000
10/13/2014,377.92,5055290000
10/14/2014,391.69,5241030000
10/15/2014,400.95,5366290000
10/16/2014,394.52,5281630000
10/17/2014,382.76,5125580000
10/18/2014,383.98,5143260000
10/19/2014,391.25,5242370000
10/20/2014,389.23,5216560000
10/21/2014,382.42,5126590000
10/22/2014,386.12,5177640000
10/23/2014,382.96,5136830000
10/24/2014,358.59,4811290000
10/25/2014,358.61,4812990000
10/26/2014,347.49,4665040000
10/27/2014,354.78,4764020000
10/28/2014,353.21,4744450000
10/29/2014,357.09,4797700000
10/30/2014,335.71,4511760000
10/31/2014,345.01,4638210000
11/1/2014,338.65,4554320000
11/2/2014,326.07,4386500000
11/3/2014,325.57,4380950000
11/4/2014,327.16,4403750000
11/5/2014,330.68,4452510000
11/6/2014,339.46,4571830000
11/7/2014,349.82,4712700000
11/8/2014,342.15,4610750000
11/9/2014,345.38,4655480000
11/10/2014,362.26,4884490000
11/11/2014,365.86,4934270000
11/12/2014,367.99,4964150000
11/13/2014,427.27,5765520000
11/14/2014,418.42,5647540000
11/15/2014,399.65,5395770000
11/16/2014,374.73,5060640000
11/17/2014,388.35,5246000000
11/18/2014,387.79,5239790000
11/19/2014,373.9,5053560000
11/20/2014,380.31,5141550000
11/21/2014,357.88,4839570000
11/22/2014,351.6,4755830000
11/23/2014,353.18,4778440000
11/24/2014,366.95,4966080000
11/25/2014,376.89,5101970000
11/26/2014,376.02,5091480000
11/27/2014,370.5,5018040000
11/28/2014,369.37,5004050000
11/29/2014,376.15,5097280000
11/30/2014,375.51,5090060000
12/1/2014,378.25,5128700000
12/2/2014,379.25,5143500000
